!Agilent,Technologies,N5242A,MY48420936,A.09.20.06,,,,
2492525000,-1.0666735,-49.56971,-55.460491,-21.664129,-64.30146,-60.237289,-0.1657135,120.72845
2505000000,-1.0065131,-105.86908,-46.3927,-103.92551,-64.443306,-118.05289,0.14727867,55.03075
2517475000,-0.9683032,43.322731,-59.701561,-155.89476,-65.268578,59.318443,-0.11070197,-111.81763
2529950000,-1.0111452,-13.987935,-53.344017,-43.316536,-64.442398,-6.0187826,0.14282292,-177.07448
2542425000,-1.2555101,-70.170929,-46.14415,-121.08096,-64.944153,-69.895035,0.26205075,114.84956
2554900000,-1.4965044,-125.92037,-42.265079,-69.312317,-65.832085,-134.05934,-0.063768819,47.50238
2567375000,-1.2491695,23.812756,-44.621346,62.994194,-64.671982,52.4533,-0.17843428,-117.13834
2579850000,-1.2447776,-35.076855,-45.389629,10.152259,-64.197456,-16.626352,-0.28665432,178.43602
2592325000,-1.1996537,-91.6866,-67.670883,143.05782,-65.207909,-79.361099,-0.021436956,113.64312
2604800000,-1.0256203,-144.5378,-46.721169,-150.29182,-64.290176,-144.78111,0.18985739,45.921085
2617275000,-1.2217013,3.0285444,-51.717934,-147.69371,-63.488815,34.706516,-0.14707965,-120.20949
2629750000,-1.2523603,-53.083191,-45.176975,25.074923,-64.69928,-23.303009,-0.016947415,175.94498
2642225000,-1.2403889,-111.11083,-50.966705,-32.31789,-65.596565,-94.426041,0.16597575,110.29832
2654700000,-1.2582794,-171.3649,-50.526054,-146.77364,-64.71711,-154.12926,0.010265907,42.575546
2667175000,-1.3701012,-21.281031,-55.34325,53.873688,-65.310318,27.923384,-0.11324093,-124.58441
2679650000,-1.5823661,-80.259964,-52.374844,-9.7370968,-65.368713,-43.230877,-0.14707337,169.57596
2692125000,-1.6713138,-137.8459,-49.22599,-56.25621,-65.823296,-106.03379,-0.2501004,103.71855
2704600000,-1.3353038,165.00883,-46.236374,-13.15923,-65.747826,-163.58041,-0.27627751,39.164112
2717075000,-1.3399677,-44.358898,-44.975929,153.93976,-65.546333,13.358058,-0.13927831,-127.90243
2729550000,-1.2289945,-101.16019,-60.440128,-94.660507,-65.454674,-49.189167,0.16276239,168.29445
2742025000,-1.4552774,-161.5999,-55.294643,-4.8406992,-65.053551,-119.82081,0.33941349,101.58993
2754500000,-1.5433713,136.51566,-46.891537,59.399464,-64.874641,172.73587,-0.17617643,34.476665
2766975000,-1.4148545,-68.825279,-60.02943,168.34242,-66.041107,-1.3633325,-0.17049287,-131.85576
2779450000,-1.4896169,-126.28737,-46.264038,-113.05761,-66.174843,-68.958961,-0.081059553,160.83542
2791925000,-1.6795431,176.16476,-48.412483,94.998001,-66.588242,-135.35919,0.10536737,92.311478
2804400000,-1.7609994,118.76749,-50.94772,55.959244,-66.918411,164.25868,-0.030874321,27.125477
2816875000,-1.3636318,-94.331474,-47.793171,63.560879,-67.773346,-14.546764,-0.15821972,-136.67781
2829350000,-1.35443,-149.47971,-44.483364,112.1675,-68.087029,-77.440948,-0.19026798,157.40564
2841825000,-1.4595755,154.2868,-46.445625,145.60858,-68.439087,-138.69618,-0.079481997,91.681648
2854300000,-1.7421324,94.76487,-47.969757,-141.14288,-67.129868,156.33295,0.11353506,26.411463
2866775000,-1.3461198,-118.70784,-73.81945,72.852043,-68.16581,-21.81225,-0.028041674,-139.94753
2879250000,-1.3733228,-176.18971,-44.837166,-10.920394,-67.092812,-83.597702,0.064906798,153.25558
2891725000,-1.2393918,124.5876,-57.853458,98.971558,-68.652916,-150.33232,-0.29926381,84.744171
2904200000,-1.1973424,67.467819,-51.325325,-113.72732,-70.757942,140.27707,-0.85381347,18.852993
2916675000,-1.2745907,-141.77116,-46.999451,-164.59587,-69.826187,-17.085878,-0.13829753,-145.04294
2929150000,-1.273911,162.13496,-53.908833,-74.721481,-70.476196,-97.851204,-0.3023341,148.71593
2941625000,-1.0449125,105.57526,-50.867165,-45.287186,-70.806068,-149.45691,-0.38336924,84.516685
2954100000,-0.87572604,47.601616,-55.978092,77.873177,-72.758842,142.22586,-0.15614681,21.13065
2966575000,-1.2283689,-162.95146,-59.324848,37.432236,-70.022034,-26.680466,-0.058873229,-148.44102
2979050000,-1.2208952,137.46169,-46.040882,-107.70625,-72.556534,-93.443275,-0.14584088,145.2066
2991525000,-1.2622759,76.953476,-49.03595,-119.23727,-73.995827,-160.00813,-0.51392144,79.598778
3004000000,-1.1877583,19.736746,-53.77306,-69.435524,-72.880455,151.35797,-0.77076113,15.484249
3016475000,-1.0591279,177.46805,-53.732365,-100.37457,-73.834496,-30.534594,-0.14287809,-152.84012
3028950000,-0.87505013,119.22202,-47.323586,-30.0515,-73.805931,-82.609703,-0.31056592,141.14534
3041425000,-0.72193885,60.534294,-52.076553,81.914604,-74.811295,-138.66351,-0.37862086,77.198982
3053900000,-0.67958546,3.2354324,-52.380596,-30.784441,-74.011192,165.13121,-0.21188703,13.338127
3066375000,-1.0741938,160.06261,-78.716217,18.452213,-74.847069,4.191308,-0.1187554,-155.50708
3078850000,-0.84090728,101.02932,-48.575699,-124.71315,-70.598724,-58.966049,0.062388431,139.27161
3091325000,-0.66105652,43.079357,-45.182781,0.086140595,-71.315903,-111.05836,0.0086481348,72.667007
3103800000,-0.89532405,-12.399277,-53.678005,85.112923,-70.743118,-178.45856,-0.44355458,7.3642368
3116275000,-1.0511509,143.02382,-47.900818,24.676632,-70.523407,14.419028,-0.15938391,-159.69228
3128750000,-0.86215049,84.983543,-52.41872,64.518921,-68.991768,-47.714951,-0.19792046,134.8967
3141225000,-0.74685454,28.314512,-46.698528,-41.687473,-68.464409,-109.47063,-0.20515464,70.091637
3153700000,-0.79185736,-27.949823,-62.497169,-2.5056632,-66.624817,-170.59996,-0.26078072,5.9987521
3166175000,-0.89191389,129.33669,-48.817474,-51.1231,-65.132248,11.843195,-0.22199301,-163.44005
3178650000,-1.0515574,71.732079,-51.474651,-137.59163,-64.068466,-52.46846,-0.14937159,131.57942
3191125000,-1.2857679,13.562402,-52.728558,-82.746368,-62.614201,-117.01829,0.20814531,65.038429
3203600000,-1.378271,-40.322735,-64.124176,75.769974,-61.340816,173.08273,0.14482592,-5.6739335
3216075000,-1.3286542,114.76516,-49.618034,-116.20601,-59.927986,-2.8296163,-0.11940323,-167.7394
3228550000,-1.3784856,57.884045,-44.550297,-106.06988,-58.211147,-69.733231,-0.10272922,125.63569
3241025000,-1.3635222,3.9094958,-46.050869,-57.929077,-57.224152,-143.58897,-0.12304847,59.471859
3253500000,-1.4384204,-47.44241,-45.705673,-114.83995,-55.981388,149.20753,-0.15569118,-5.6192651
3265975000,-1.7235156,105.56052,-48.072834,153.74379,-54.895218,-36.17868,-0.10381103,-171.65273
3278450000,-1.7102164,51.518585,-47.244137,163.93323,-54.284435,-112.57819,-0.11832932,121.20393
3290925000,-1.4895582,-1.2616196,-51.8195,135.69807,-54.057003,172.38181,-0.35980251,55.007839
3303400000,-1.2888861,-55.257694,-58.689823,126.0661,-53.99181,101.91087,-0.57475317,-8.1421642
3315875000,-1.0908769,97.654922,-44.072411,-8.1397924,-53.581169,-85.776009,-0.076597974,-174.27089
3328350000,-0.79669464,39.862579,-52.417049,120.6511,-53.743633,-160.53767,0.16394186,119.9495
3340825000,-1.050162,-17.125526,-54.801941,137.05357,-54.652878,126.37691,0.034207936,49.710461
3353300000,-1.4415104,-70.580574,-54.182327,-9.8253613,-55.992741,55.725784,-0.67842203,-20.461832
3365775000,-0.68302327,86.235275,-43.977482,-67.645966,-55.468151,-117.69331,-0.051963985,179.61491
3378250000,-0.66553384,30.825827,-58.802177,-65.836205,-56.344513,172.36482,-0.32234403,111.56703
3390725000,-0.35678428,-23.68928,-53.351925,-21.005558,-57.023346,108.97771,-0.66926134,49.156052
3403200000,-0.20358527,-80.421448,-47.135277,91.47683,-56.301785,44.896622,-0.32326519,-11.646086
3415675000,-0.5806306,74.690262,-49.643452,-154.94395,-56.821053,-136.2755,-0.14015496,177.13696
3428150000,-0.45233479,18.194954,-52.310188,172.56262,-56.950726,157.90251,0.041941684,110.69373
3440625000,-0.59665483,-35.536713,-56.415035,-102.41306,-57.410275,92.115433,-0.023405848,43.668575
3453100000,-1.0501552,-87.805367,-50.538116,35.936424,-57.397202,27.063232,-0.39242569,-20.54244
3465575000,-0.49241525,64.026947,-48.910469,-154.68173,-56.909935,-151.83133,-0.079455994,172.7131
3478050000,-0.42215934,8.6284838,-46.79874,127.05225,-56.849098,141.63635,-0.084789485,105.23328
3490525000,-0.52962321,-44.665092,-45.07909,85.889297,-57.185127,75.789902,-0.34155264,39.106773
3503000000,-0.75067371,-98.438301,-48.788876,1.7765096,-57.036217,11.425181,-0.60105771,-24.335436
3515475000,-0.60169369,53.68705,-51.429874,177.28143,-56.109184,-166.39825,-0.17870294,168.41692
3527950000,-0.66687512,0.16957594,-56.729324,-30.153275,-56.198914,126.5575,-0.43560493,102.54243
3540425000,-0.68703365,-53.007946,-47.908096,99.867462,-55.455288,62.577431,-0.48486477,39.502609
3552900000,-0.77411783,-107.3662,-62.732998,-92.107559,-54.747738,-2.5709481,-0.13729528,-24.115211
3565375000,-0.71436065,42.173088,-42.685783,-167.21657,-54.102802,173.71155,-0.17117596,165.99989
3577850000,-0.96051675,-13.167044,-52.55262,123.49613,-53.433674,105.64278,-0.026341354,99.686737
3590325000,-1.4714025,-66.326462,-51.323318,151.50482,-52.931164,35.578262,-0.1787883,29.500769
3602800000,-1.677462,-117.1964,-48.926575,-9.6121626,-52.749836,-31.538061,-0.62126935,-37.724705
3615275000,-1.3217624,32.656166,-50.015495,-129.35237,-50.878944,138.84651,-0.14922784,159.93614
3627750000,-1.3580912,-18.286661,-53.238483,122.11143,-50.66357,65.79528,-0.52805567,93.374405
3640225000,-1.361654,-70.407898,-44.031132,2.9682152,-50.004013,-5.2301869,-0.71273094,31.794825
3652700000,-1.2828709,-125.73306,-54.453209,-134.22333,-49.068562,-84.228531,-0.18899706,-30.168287
3665175000,-1.5412912,31.326284,-48.045631,119.74271,-49.714806,79.360138,-0.18027943,158.08022
3677650000,-1.3109469,-21.058832,-49.884098,-74.653442,-50.325371,1.2488848,0.14239077,92.942497
3690125000,-1.2893267,-74.41671,-58.664375,-7.6409454,-51.428665,-76.438118,0.10552219,22.939417
3702600000,-1.0638458,-129.08647,-56.793587,15.983365,-53.362038,-149.2285,-0.79475743,-44.817051
3715075000,-0.72056401,23.415674,-54.368767,21.257063,-53.603447,28.521677,-0.10916831,152.1864
3727550000,-0.61587352,-29.608303,-43.015812,5.0860891,-54.878735,-41.855698,-0.11451638,84.356499
3740025000,-0.27499172,-83.369896,-43.364082,-49.664082,-55.690563,-107.88737,-0.372502,19.468437
3752500000,-0.16073461,-141.16452,-55.290813,124.12108,-56.238281,-178.30318,-0.64205647,-42.912792
3764975000,-0.52753532,15.033714,-55.869667,39.225071,-57.242702,1.2439599,-0.2224346,148.26889
3777450000,-0.55383325,-38.060524,-51.784679,-122.73166,-57.578884,-67.654404,-0.36478397,82.422539
3789925000,-0.51240689,-92.178352,-50.082352,-109.23669,-58.048092,-130.91234,-0.35908601,18.437733
3802400000,-0.28334105,-147.48315,-48.070759,-157.65459,-57.951,161.97813,-0.16080134,-45.510872
3814875000,-0.53197819,5.3161254,-51.078308,-154.71974,-58.231976,-24.273085,-0.18234207,143.12723
3827350000,-0.53739011,-47.154408,-47.606766,34.21629,-58.433483,-91.722321,-0.15598005,73.416176
3839825000,-0.731022,-99.276375,-46.523628,-178.80994,-58.663288,-160.62021,-0.44784728,7.2329364
3852300000,-0.67986876,-153.06786,-53.666813,-5.9295816,-58.47332,137.13963,-0.96032161,-54.011089
3864775000,-0.38269964,-2.7615147,-61.889832,145.77808,-57.151958,-50.804272,-0.38393199,136.59334
3877250000,-0.17054093,-56.078781,-45.402267,9.8112326,-56.425667,-115.05047,-0.72342485,70.996498
3889725000,0.0033798947,-110.88274,-50.840912,176.98289,-54.835854,175.21478,-0.49096248,8.5743189
3902200000,-0.26094007,-165.80602,-62.383049,36.235165,-53.139584,100.57095,-0.17455733,-60.250137
3914675000,-0.46479902,-11.153806,-62.48151,178.73872,-51.469177,-90.49295,-1.1505264,127.58284
3927150000,-0.30238733,-64.230125,-46.220901,176.59435,-49.262939,-173.2836,-2.3055308,59.721004
3939625000,-0.26598209,-117.86633,-41.668106,107.91653,-47.763256,91.600914,-3.9836383,5.4393234
3952100000,-0.17499338,-173.21764,-43.704998,-38.463634,-49.120193,-8.6082191,-2.8976107,-44.061714
3964575000,-0.3983638,-20.507641,-54.951572,-92.14653,-51.970181,146.43028,-1.3114142,145.35841
3977050000,-0.55979431,-74.371933,-47.720085,70.789063,-55.048374,67.785889,-0.74051052,74.413757
3989525000,-0.62981629,-128.05997,-55.975277,-117.52823,-57.776985,-3.2768662,-0.8559978,10.01295
4002000000,-0.43230227,178.3633,-44.064148,-66.708855,-60.049625,-62.777908,-1.1188008,-51.179455
4014475000,-0.35757995,-28.459978,-58.014389,-54.795692,-60.449196,104.71758,-0.34960905,135.70695
4026950000,-0.28244072,-81.17942,-58.094421,-93.84481,-62.472855,39.746471,-0.47501874,70.016342
4039425000,-0.23748566,-135.33202,-54.006477,-120.9372,-62.929321,-25.523451,-0.47756431,7.2307549
4051900000,-0.40668902,169.35843,-46.707954,-106.57521,-64.48101,-89.338989,-0.17825951,-57.162376
4064375000,-0.37487355,-35.821918,-47.249573,-151.85106,-65.470802,88.737495,-0.15589172,129.73016
4076850000,-0.40635401,-88.659073,-45.885849,-151.73314,-65.725395,13.552258,-0.40938473,62.265255
4089325000,-0.33974639,-142.45012,-49.016804,17.847012,-66.761543,-46.3111,-0.86328131,-1.1112761
4101800000,-0.12515794,161.98064,-51.91972,150.19183,-66.857033,-107.77442,-0.7194221,-62.413361
4114275000,-0.32798094,-42.701454,-47.39542,14.315347,-67.33548,74.546303,-0.20645368,125.07071
4126750000,-0.3254216,-94.15712,-45.416164,58.60519,-68.738121,13.255294,-0.33933908,59.716167
4139225000,-0.35191053,-147.93735,-47.598595,48.094479,-69.157372,-60.340004,-0.39320603,-3.8951776
4151700000,-0.58228517,156.54512,-49.350445,-36.004421,-69.995354,-119.48592,-0.25682059,-68.429047
4164175000,-0.38330671,-50.094646,-44.521717,-63.752445,-69.524178,61.6982,-0.1966816,120.8157
4176650000,-0.40996835,-104.19785,-51.216824,-71.57093,-69.33223,-6.6771731,-0.21644028,55.294395
4189125000,-0.33352169,-159.62395,-45.008694,84.109543,-69.659492,-71.09655,-0.17070384,-9.4498262
4201600000,-0.28744861,145.79129,-61.99577,-64.887703,-68.945229,-131.66534,-0.17175955,-74.866859
4214075000,-0.32417902,-58.282013,-55.238323,-100.6959,-69.833473,48.060413,-0.1556443,115.56369
4226550000,-0.31400537,-111.9432,-60.478603,-67.653526,-70.731209,-20.775816,-0.56326014,47.578625
4239025000,-0.29947782,-165.81267,-49.757996,80.109413,-71.90934,-87.543098,-1.0231336,-15.316735
4251500000,-0.31600893,140.01585,-54.423592,128.86058,-70.679695,-135.71175,-0.7546581,-74.557953
4263975000,-0.48177186,-66.328613,-46.297066,108.3677,-70.360619,36.806858,-0.17513049,112.6244
4276450000,-0.4547095,-118.97353,-40.62674,-170.92725,-71.920105,-25.439072,0.056322005,47.996593
4288925000,-0.326426,-174.21446,-51.954144,16.376822,-71.036629,-96.369049,0.3348372,-19.351402
4301400000,-0.26166788,129.34233,-53.353634,-8.1789446,-71.126312,-165.1463,-0.0050268192,-88.583321
4313875000,-0.40787071,-74.010384,-44.946247,104.38531,-72.583656,32.116188,-0.120006,107.78869
4326350000,-0.61715919,-127.35283,-49.073689,66.464493,-71.990898,-36.050076,-0.12404094,40.28936
4338825000,-0.46839818,179.46962,-49.462597,20.368547,-72.45845,-93.943176,-0.51148236,-27.46376
4351300000,0.20803273,125.2688,-54.105511,36.973564,-73.283531,-158.95895,-0.90368146,-92.302902
4363775000,-0.48167118,-81.046539,-45.943066,-13.429901,-71.785233,17.344744,-0.2285434,102.56673
4376250000,-0.37321854,-133.74719,-42.104424,61.343616,-74.021141,-42.820477,-0.63018382,38.719769
4388725000,-0.12884991,171.49199,-41.871689,-86.103004,-71.591957,-102.34229,-0.53923905,-21.191244
4401200000,-0.091293193,115.12899,-42.925961,-174.14977,-71.155289,-165.30373,0.22603941,-86.03167
4413675000,-0.43477252,-87.984634,-52.139771,141.82027,-72.643898,19.162525,-0.12727576,98.899498
4426150000,-0.50891501,-141.47722,-47.896145,-165.2352,-73.613701,-45.37487,-0.1780165,32.372086
4438625000,-0.46739924,164.37567,-51.111698,160.65143,-73.955627,-103.77322,-0.49172673,-32.209644
4451100000,-0.32058495,110.40771,-46.974567,86.006165,-72.825012,175.29185,-0.70413727,-95.354843
4463575000,-0.31835735,-95.122726,-44.341694,26.475788,-72.929207,4.8240695,-0.22525835,93.890312
4476050000,-0.17980559,-149.93095,-51.715565,-10.577575,-73.656319,-72.454796,-0.58321768,27.348679
4488525000,-0.57428294,153.28888,-56.295307,-28.474602,-73.431633,-117.20119,-0.44902369,-34.143906
4501000000,-1.1718405,99.327354,-55.459328,-74.612663,-70.828484,176.16064,0.34939024,-95.239265
4513475000,-0.41954774,-102.30576,-47.454361,25.185314,-71.042648,-13.111228,-0.23071903,91.037178
4525950000,-0.46603933,-155.67911,-55.722065,-97.525238,-72.213676,-66.518806,-0.14281501,28.141706
4538425000,-0.24246472,149.87688,-44.570972,-123.50221,-72.111458,-131.98972,0.11140837,-37.952492
4550900000,-0.055924393,94.525505,-47.214413,119.37082,-72.505013,156.9429,-0.15171561,-106.8144
4563375000,-0.46828872,-109.36372,-47.084442,66.743584,-71.066658,-12.3548,-0.15430516,85.846123
4575850000,-0.3933101,-162.36285,-54.140579,37.438442,-74.361847,-77.260033,-0.37831381,19.505337
4588325000,-0.22639143,143.79819,-57.255909,7.05339,-72.196419,-136.7245,-0.81533343,-45.099731
4600800000,-0.21321812,88.844734,-46.276352,-22.450918,-74.201103,162.02974,-0.88689679,-107.11902
4613275000,-0.3860606,-116.09475,-52.20285,-60.84597,-72.332039,-19.440828,-0.25703442,81.705399
4625750000,-0.3048228,-170.97083,-50.609928,37.780834,-72.288765,-84.681679,-0.55582207,19.403366
4638225000,-0.27498347,133.47308,-56.537689,-117.09309,-72.463448,-146.69519,-0.341636,-41.76384
4650700000,-0.32807204,79.476219,-45.593189,-35.891815,-71.531509,160.45294,0.51400322,-107.99882
4663175000,-0.35578835,-123.23956,-45.482426,-20.592775,-71.939011,-36.728188,-0.15180269,77.450134
4675650000,-0.43158609,-178.26276,-43.584755,-108.20673,-71.806725,-76.431038,-0.0052578775,12.346462
4688125000,-0.38243175,127.05206,-53.120296,-47.755703,-71.619896,-155.28113,-0.14010637,-54.635925
4700600000,-0.065579124,72.481354,-44.694496,110.77591,-71.887665,139.98137,-0.59672451,-120.85748
4713075000,-0.41260004,-129.70499,-57.444126,9.3708143,-72.644966,-28.308542,-0.23384523,72.152008
4725550000,-0.35336658,175.75165,-56.538971,-131.35287,-71.059326,-97.877243,-0.38974142,7.5358658
4738025000,-0.10441574,118.33735,-48.080959,-6.5790052,-72.204124,-157.17281,-0.2264531,-54.96479
4750500000,-0.12462126,61.939449,-50.977421,-10.759155,-71.740784,141.72632,0.19569893,-118.14768
4762975000,-0.54204655,-136.30974,-55.321182,-138.40581,-70.838898,-38.018673,-0.15260071,68.306946
4775450000,-0.5180636,170.07135,-53.596878,164.96799,-70.705261,-99.098694,0.016900707,2.623316
4787925000,-0.36124,116.79167,-48.310467,99.988708,-71.026596,-168.41812,-0.31864202,-64.679634
4800400000,-0.071757823,63.364227,-54.285686,-39.417595,-71.705124,138.82597,-0.68009579,-128.46957
4812875000,-0.2771554,-143.38066,-53.517803,11.03535,-70.603569,-52.82468,-0.24354842,62.838341
4825350000,-0.3408744,161.1505,-51.618393,79.225212,-70.536049,-100.07118,-0.27757135,-2.5348139
4837825000,-0.7070576,104.83067,-50.296516,-115.71927,-69.188995,-171.58829,0.066089004,-67.183952
4850300000,-0.98013765,49.023983,-47.067097,-77.143356,-70.621254,124.7962,0.40867418,-131.61343
4862775000,-0.47226644,-149.28955,-47.436153,-98.696388,-70.817329,-49.715511,-0.2613408,58.481747
4875250000,-0.4114874,155.58168,-47.852802,-32.263145,-70.131149,-117.81441,-0.47734725,-3.5282474
4887725000,-0.22651604,101.36098,-53.678757,10.031707,-68.955147,-169.02762,-0.2880007,-66.889488
4900200000,0.020754358,47.091648,-46.769714,140.42268,-69.123367,116.46841,0.31916583,-135.44693
4912675000,-0.54058009,-157.06668,-46.278816,-159.78004,-68.41703,-55.878517,-0.21370804,53.306644
4925150000,-0.43149856,148.89188,-49.611801,92.177902,-69.381897,-130.1496,-0.20557603,-11.062396
4937625000,-0.30314177,94.815605,-45.693199,-23.759029,-68.500969,171.54561,-0.29100034,-77.190407
4950100000,-0.2410205,41.014439,-48.940289,-130.69215,-67.878876,107.57362,-0.44027549,-143.94043
4962575000,-0.416843,-163.02692,-44.84148,-153.28683,-67.712196,-73.953461,-0.24519016,48.21217
4975050000,-0.32570782,142.45738,-54.800407,70.28215,-66.941849,-127.6773,-0.25021625,-14.821391
4987525000,-0.17953387,87.258049,-47.851112,-31.477289,-66.45475,165.74216,-0.15244339,-80.334366
5000000000,-0.27788275,33.332199,-58.458263,-56.234127,-65.963783,101.55708,-0.036960647,-148.91905
